id,Gender.self,Year.self,Born.self,Hukou.self,Live.self,Marriage.self,Height.self,Weight.self,Looking.self,Personality.self,Edu.self,Eduno.self,top.self,Abroad.self,Major.self,Job.self,Salary.self,Apt.self,Family.self,Hobby.self,Other.self,interesting.self,Gender.wanted,Year.max.wanted,Year.min.wanted,Year.text.wanted,Hukou.wanted,Live.wanted,Marriage.wanted,Height.min.wanted,Looking.wanted,Personality.wanted,Hobby.wanted,Edu.min.wanted,Edu.min.n.wanted,Job.wanted,Salary.min.wanted,Apt.wanted,Family.wanted,Other.wanted,interesting.wanted,Similar.wanted
520,女性,1986,N,N,N,N,1.73,N,气质佳、容貌靓丽、身材好,人品绝对好、纯真、善良、聪明,本科,4,N,N,N,外企,N,N,N,N,N,人品绝对好,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
521,男性,1961,上海,N,N,单身,1.72,N,五官端正、显年轻,为人坦诚、开朗,大专,3,重点大学毕业,N,N,国企副总,N,有房,N,N,备有婚房。党员,显年轻,女性,N,N,N,上海户口,N,N,N,N,贤淑,N,N,N,N,N,N,N,N,N,N
522,女性,1981,N,有上海户口,N,N,1.72,N,N,N,研究生,5,重点大学毕业,N,N,美企,N,有房,N,N,备有婚房。年薪中上,N,男性,N,N,N,N,N,N,N,N,人品正派,无不良嗜好,N,N,工作稳定,N,N,N,条件相当,N,Y
523,男性,1985,N,N,加拿大,N,1.72,N,N,N,本科,4,重点大学毕业,Y,N,会计,N,有房,N,N,高薪。备有婚房,N,女性,N,N,N,N,加拿大多伦多,N,N,品貌端正,N,N,N,N,N,N,N,N,N,N,N
524,男性,1988,江苏无锡,N,N,N,1.72,N,N,N,研究生,5,重点大学毕业,N,N,合资公司软件开发,N,N,N,N,独子,N,女性,N,N,N,N,上海,N,N,N,N,N,N,N,N,N,N,N,N,N,N
525,男性,1979,上海,有上海户口,N,N,1.7,N,N,N,本科,4,N,N,N,国企,N,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
526,女性,1985,上海,有上海户口,N,N,1.7,N,N,N,N,N,N,N,N,政府,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
527,男性,1985,浙江杭州,没有上海户口,N,N,1.7,N,N,阳光、帅气、性格、正直、善良,博士,6,N,Y,N,从事电子芯片研发,N,N,N,N,有绿卡,有绿卡,女性,N,N,N,N,美国,未婚,N,清秀,温柔、善良、优秀,N,本科,4,在美国德州周边或加州地区工作,N,N,N,N,N,N
528,女性,1986,N,N,N,N,1.7,N,N,N,研究生,5,N,N,N,银行管理,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
529,女性,1987,上海,有上海户口,N,N,1.7,N,N,N,大专,3,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
530,男性,1986,上海,有上海户口,美国,单身,1.69,N,N,品貌端正、阳光,研究生,5,N,Y,N,IT公司,N,N,N,N,有绿卡,N,女性,N,N,N,N,美国,未婚,N,清秀,N,N,N,N,N,N,N,N,条件相仿,N,Y
531,男性,1951,上海,N,N,丧偶,1.68,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,女性,N,N,N,N,N,N,N,N,温顺老实,N,N,N,N,N,N,N,N,N,N
532,女性,1976,上海,有上海户口,上海,单身,1.68,N,N,文静清秀、贤惠、传统,N,N,N,N,N,教育培训师,N,N,N,N,独生女,N,男性,N,N,N,N,N,N,N,N,健康善良,无不良嗜好,N,N,N,N,N,N,N,N,N
533,女性,1981,N,N,N,离异,1.68,N,身材相貌姣好,N,N,N,N,N,N,银行,N,N,N,N,工作稳定，福利好,工作稳定,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
534,女性,1982,N,有上海户口,N,N,1.68,N,N,N,研究生,5,N,N,N,国企药品研发,N,N,N,N,北方女，独生女。党员,北方女,男性,N,N,N,N,N,N,N,N,有责任心,N,本科,4,在上海有稳定工作,N,N,N,身体健康,N,N
535,女性,1982,N,N,N,单身,1.68,N,N,知书达理、贤惠孝顺,本科,4,重点大学毕业,N,N,医院护士,N,N,N,N,独生女,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,有固定工作,N,N,N,身高等条件相仿,N,Y
536,女性,1983,江苏苏州,N,澳大利亚,N,1.68,N,N,N,研究生,5,重点大学毕业,Y,N,会计事务所高管,N,N,N,N,独生女。英语8级,N,男性,N,N,N,N,N,N,N,N,有责任心,N,本科,4,事业有成,N,N,N,N,N,N
537,女性,1983,山东,没有上海户口,山东,N,1.68,N,相貌端庄秀丽,知书达理,本科,4,N,N,N,外企总监,N,有房,N,N,收益甚好。备有婚房,收益甚好,男性,N,N,N,N,N,N,N,N,N,N,N,N,事业有成,N,N,N,品貌相当,N,N
538,女性,1984,N,N,N,N,1.68,N,N,N,研究生,5,N,N,N,500强企业,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
539,女性,1984,上海,有上海户口,上海,N,1.68,N,N,传统善良、通情达理,本科,4,重点大学毕业,N,N,公务员,N,N,父国企人事，母公务员退休,N,N,N,男性,N,N,N,N,N,N,N,N,有担当，健康和睦,N,N,N,N,N,有婚房,N,条件相仿,N,Y
540,女性,1987,N,有上海户口,N,N,1.68,N,N,性格活泼、温柔善良,研究生,5,N,N,N,事业单位财务,N,有房,N,N,独生女。有注册会计师证。备有婚房,N,男性,N,N,N,N,N,N,N,N,有责任心，有担当,N,N,N,N,N,N,N,N,N,N
541,女性,1987,N,有上海户口,N,N,1.68,N,N,N,研究生,5,N,N,N,大学财务,N,有房,父在职教授，母已从央企退休,N,有注册会计师资格。备有婚房,父亲系教授,男性,N,N,N,N,N,N,N,N,有责任心，有担当,N,本科,4,N,N,N,N,要求重点大学,N,N
542,女性,1988,浙江杭州,没有上海户口,澳大利亚悉尼,N,1.68,N,貌佳清秀,文静温柔,研究生,5,重点大学毕业,Y,N,奢侈品销售,N,有房,家境好,N,有绿卡。备有婚房,N,男性,N,N,N,江浙沪,澳大利亚悉尼,未婚,N,N,优秀,N,本科,4,有稳定工作,N,N,N,学历相仿,N,N
543,女性,1989,上海,N,日本,单身,1.68,N,肤白、身材好,善良,本科,4,N,Y,N,知名公司,N,N,N,N,英语8级，日语德语等10级，钢琴10级,外语10级,男性,N,N,N,N,日本,未婚,N,N,有担当、稳重,N,本科,4,N,N,N,N,N,N,N
544,女性,1993,N,N,N,N,1.68,N,N,N,研究生,5,N,N,N,数据分析,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
545,女性,1993,N,N,N,N,1.68,N,N,N,研究生,5,N,N,数据分析,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,研究生,5,N,N,N,N,收入相当。有婚房更好,N,N
546,女性,1993,江苏,没有上海户口,N,N,1.68,N,N,N,本科,4,N,N,N,外贸进出口,N,N,父母已退休,N,N,N,男性,N,N,N,N,N,N,N,N,有上进心、责任心,N,本科,4,N,N,N,N,身体健康,N,N
547,女性,1976,N,N,N,单身,1.67,N,N,N,本科,4,N,N,N,小学老师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
548,女性,1981,N,N,N,N,1.67,N,N,N,本科,4,N,N,N,外资企业,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,稳定收入,N,N,N,身高相当的健康男士,N,N
549,女性,1974,上海,N,英国伦敦,单身,1.66,N,N,N,博士,6,N,N,N,大学研究员,N,N,高知家庭,N,N,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,N,N,N,N,N
550,女性,1979,N,N,N,单身,1.66,N,清秀,品行端正、温顺、尊重长辈,本科,4,N,N,N,外企财务经理,N,N,N,N,月薪尚可,尊重长辈,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
551,女性,1980,上海,有上海户口,N,N,1.66,N,N,阳光、大方、不娇气,N,N,重点大学毕业,N,N,知名大型外企高管,N,N,父母都是高级工程师，家庭经济状况优越,N,有国际会计证书和国际审计证书，收入丰厚,不娇气,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
552,女性,1986,江苏南通,有上海户口,N,单身,1.66,N,N,N,研究生,5,重点大学毕业,N,N,大型IT公司,N,N,父母退休,N,收入丰，有能力购房或同购,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
553,女性,1986,江苏,有上海户口,N,N,1.66,N,N,N,研究生,5,重点大学毕业,N,N,IT技术,N,N,父母退休,N,收入丰厚。有购房意向，可一起购房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
554,女性,1987,浙江,有上海户口,N,N,1.66,N,N,N,N,N,N,N,N,自营公司,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
555,女性,1988,N,有上海户口,N,N,1.66,N,N,N,研究生,5,重点大学毕业,N,N,教师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,本科,4,N,N,N,N,N,N,N
556,女性,1973,N,有上海户口,N,N,1.65,N,N,N,本科,4,重点大学毕业,N,N,国企财务,N,有房,N,N,备有婚房,N,男性,N,N,N,N,上海,N,N,N,N,N,N,N,工作固定,N,有婚房,N,N,N,N
557,女性,1981,上海,有上海户口,N,单身,1.65,N,N,N,本科,4,重点大学毕业,N,N,外企管理,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有责任心、诚实,N,本科,4,N,N,N,N,条件相仿。短婚未育，优秀者也考虑,N,Y
558,女性,1983,N,有上海户口,N,N,1.65,N,N,性格开朗、文静善良,本科,4,N,N,N,外贸商务,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
559,女性,1986,N,N,N,N,1.65,N,N,N,N,N,N,N,N,律师,N,有房,N,N,N,N,男性,N,N,N,N,澳洲,N,N,N,N,N,N,N,N,N,N,N,N,N,N
560,女性,1986,N,有上海户口,N,N,1.65,N,N,N,研究生,5,N,N,N,外贸公司,N,N,N,N,N,N,男性,N,N,N,N,上海或日本东京,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
561,女性,1990,N,N,N,N,1.65,50,N,N,研究生,5,N,Y,N,N,N,有房,父母在上海经营公司多年,N,备有婚房,N,男性,N,N,N,江浙沪,N,N,N,N,N,N,N,N,N,N,有婚房,N,家境相当,N,N
562,女性,1991,N,N,N,单身,1.65,N,N,文静、为人贤惠、温柔善良,研究生,5,N,N,金融,银行,N,N,父亲企业管理人员，母亲已退休,N,有两套房,为人贤惠,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
563,女性,1993,N,N,N,N,1.65,58,N,身体健康、乐观开朗,本科,4,N,N,N,事业单位,N,有房,N,N,党员。备有婚房,乐观开朗,男性,N,N,N,N,N,未婚,N,N,积极向上、乐观开朗,N,N,N,N,N,N,N,条件相当,N,Y
564,女性,1993,上海,有上海户口,N,N,1.65,58,N,乐观开朗,本科,4,重点大学毕业,N,N,事业单位,N,有房,N,N,知识女性。身体健康。备有婚房,知识女性,男性,N,N,N,N,N,未婚,N,N,积极向上、乐观开朗,N,N,N,N,N,N,N,条件相当,N,Y
565,女性,1983,N,N,N,N,1.64,N,N,N,本科,4,重点大学毕业,N,N,外企,N,N,高知家庭,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
566,女性,1983,N,N,N,N,1.64,N,N,N,N,N,重点大学毕业,N,N,外资企业,N,N,高知家庭,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
567,女性,1984,N,N,N,N,1.64,N,N,本分善良、孝顺贤惠,本科,4,N,N,N,外企,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
568,女性,1984,上海,有上海户口,N,N,1.64,N,N,N,本科,4,N,N,N,外资银行副总监,N,N,N,N,持有CGA、ACCA、CPA、注册会计证。住虹口。有商铺待拆迁,多种财会证,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
569,女性,1986,上海,有上海户口,N,N,1.64,N,N,N,本科,4,N,N,N,公务员,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
570,女性,1967,上海,N,N,丧偶,1.63,N,文静秀丽,大方,N,N,N,N,N,N,N,N,N,N,N,N,男性,1953,N,1953年后出生,上海户口,N,N,N,N,N,N,N,N,N,N,有婚房,N,优秀,N,N
571,女性,1968,N,N,N,单身,1.63,N,N,N,N,N,N,N,N,N,N,N,N,N,有军衔,有军衔,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
572,女性,1979,N,有上海户口,N,单身,1.63,N,N,N,本科,4,N,N,N,英语教师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,有气质,人品佳,N,N,N,N,N,N,N,身体健康,N,N
573,女性,1980,上海,有上海户口,N,单身,1.63,N,N,性格温顺、孝顺,本科,4,N,N,N,外企财务主管,N,N,父母均已退休，在高知家庭成长,N,身体健康，家住闵行,高知家庭,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
574,女性,1980,N,N,N,N,1.63,N,N,N,研究生,5,N,N,N,政府部门会计,N,N,父大学教师，母亲中医,N,独生女,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
575,女性,1981,N,N,N,离异,1.63,N,品貌端正,N,大专,3,N,N,N,公司人事,N,N,N,N,N,N,男性,N,N,N,上海户口,N,N,N,N,N,N,N,N,N,N,有婚房,N,条件相当,N,Y
576,女性,1984,N,N,N,N,1.63,N,N,N,本科,4,N,N,N,外资企业财务会计,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,孝敬父母，爱家有责任心，健康向上、脾气好,N,N,N,有稳定的收入,N,N,N,N,N,N
577,女性,1984,上海,N,N,N,1.63,N,相貌清秀,N,本科,4,N,N,N,银行,N,有房,N,N,英语八级。备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,本科,4,N,N,N,N,N,N,N
578,女性,1987,上海,有上海户口,N,单身,1.63,N,N,N,本科,4,重点大学毕业,N,N,高中英语教师,N,N,N,N,居住在徐汇区,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
579,女性,1987,上海,有上海户口,上海,N,1.63,N,N,N,本科,4,重点大学毕业,N,N,高中英语教师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
580,女性,1980,浙江温州,N,N,单身,1.62,N,N,N,本科,4,N,N,N,N,N,有房,N,N,独女，徐汇区有房无贷,N,男性,N,N,N,N,N,N,N,N,有事业心、责任心,N,N,N,N,N,N,N,N,N,N
581,女性,1981,上海,N,N,N,1.62,N,N,N,本科,4,N,N,N,外企财务科主管,N,N,N,N,N,N,男性,1971,N,1971年后出生,N,N,N,N,N,有责任心,N,N,N,有稳定工作,N,有婚房,N,N,N,N
582,女性,1987,辽宁沈阳,N,上海,N,1.62,N,N,N,研究生,5,N,N,N,世界五百强研发部,N,N,父亲是大学高级工程师，母亲已经退休,N,会英法双语。英语专业八级,英法双语,男性,N,N,N,N,N,N,N,N,有责任心,无不良嗜好,N,N,工作稳定,N,N,N,N,N,N
583,女性,1988,湖南,N,N,单身,1.62,N,貌美,脾气、性格好,本科,4,N,N,N,外企财务,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
584,女性,1988,上海,N,N,单身,1.62,N,N,阳光、开朗,本科,4,N,N,N,公务员,N,N,N,N,N,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
585,女性,1989,上海,有上海户口,加拿大多伦多,单身,1.62,N,美丽、端正、清秀,心地、善良、性格、开朗,研究生,5,重点大学毕业,Y,N,银行,N,N,父国企工程师，母中层已退休,N,已获枫叶卡,已获枫叶卡,男性,N,N,N,N,N,N,N,N,人品好、性格佳、有爱心,N,N,N,N,N,N,N,N,N,N
586,女性,1989,N,N,N,N,1.62,50,N,N,本科,4,N,N,N,旅游公司内务,N,有房,父母退休,N,独生子女。备有婚房,N,男性,1980,N,1980年后出生,N,N,N,N,N,N,N,N,N,稳定,N,有婚房,N,N,N,N
587,女性,1989,上海,N,N,N,1.62,N,N,N,研究生,5,N,N,N,证券,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
588,女性,1979,N,有上海户口,N,N,1.61,N,N,N,本科,4,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
589,女性,1981,N,有上海户口,N,单身,1.61,N,N,N,研究生,5,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
590,女性,1982,N,N,N,单身,1.61,N,N,综合素质很好、温柔善良、文雅秀气,本科,4,N,N,政法,劳务公司行政人事管理,N,有房,N,N,浦东有房,文雅秀气,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
591,女性,1984,N,N,上海,单身,1.61,N,N,N,本科,4,重点大学毕业,N,N,N,N,N,父母退休,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
592,女性,1985,江苏无锡,有上海户口,N,单身,1.61,N,长相端正,N,研究生,5,N,N,N,法务,N,有房,父母均事业单位退休,N,独生女。年薪丰。备有婚房,N,男性,1980,N,1980年后出生,N,N,N,N,长相端正,有上进心,N,本科,4,工作稳定,N,N,N,条件相当,N,Y
593,女性,1985,N,N,N,单身,1.61,N,长相端正,N,N,N,N,N,N,N,N,N,N,N,工作稳定,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
594,女性,1987,N,N,N,N,1.61,46,N,心地善良,研究生,5,重点大学毕业,N,N,教育行业,N,有房,父母在央企工作，母亲退休,N,党员。自己创业,心地善良,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
595,女性,1989,安徽,N,N,N,1.61,N,N,N,N,N,N,N,N,民办小学教师,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
596,女性,1989,N,N,N,N,1.61,N,N,N,本科,4,N,N,N,银行,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
597,女性,1969,N,N,N,离异,1.6,N,N,N,大专,3,N,N,N,经商,N,有房,N,N,拥有店铺和住房。短婚未育,N,男性,N,N,N,N,N,N,N,N,善良、有责任心,N,N,N,有稳定收入,N,N,N,条件优越,N,N
598,女性,1972,上海,有上海户口,N,N,1.6,N,N,N,本科,4,N,N,N,外资银行高级经理,N,N,N,N,日语一级,日语一级,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
599,女性,1975,N,N,N,单身,1.6,N,N,N,本科,4,重点大学毕业,N,N,外贸公司,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
600,女性,1975,N,N,N,离异,1.6,N,N,N,大专,3,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,人品好、有责任心,无不良嗜好,N,N,N,N,有婚房,N,身体健康,N,N
601,女性,1978,N,N,N,N,1.6,N,N,性格开朗活泼、为人热情和善、待人真诚,大专,3,N,N,N,外企客户服务主任,N,N,儿子已在美国旧金山工作，安居乐业，女儿也想去美国创业,N,N,儿女在美国,男性,N,N,N,N,N,N,N,N,有上进心、对家庭负责任,N,N,N,N,N,N,N,N,N,N
602,女性,1978,N,N,N,单身,1.6,N,N,善解人意、温柔贤惠,大专,3,N,N,N,世界500强外企财务,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有事业心、有孝心、责任感、人品好,N,N,N,N,N,N,N,N,N,N
603,女性,1978,N,N,N,N,1.6,N,N,性格开朗活泼、为人热情和善、待人真诚,大专,3,N,N,N,公司客户服务主任,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有上进心、对家庭负责人有爱心,N,N,N,N,N,N,N,N,N,N
604,女性,1979,N,有上海户口,N,单身,1.6,N,N,N,研究生,5,重点大学毕业,N,N,外企部门经理,N,有房,父母已退休,N,备有婚房，年薪可观,年薪可观,男性,N,N,N,N,N,未婚,N,N,性格好,N,本科,4,工作稳定,N,N,N,N,N,N
605,女性,1980,N,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,N,公务员,N,有房,N,N,备有婚房，无贷款,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
606,女性,1981,浙江,N,N,离异,1.6,N,N,N,本科,4,N,N,N,护士,N,有房,N,N,有房无贷款,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
607,女性,1981,浙江,没有上海户口,N,离异,1.6,N,N,N,本科,4,N,N,N,医院护士,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
608,女性,1982,N,N,N,N,1.6,50,N,性格好,本科,4,N,N,N,上市公司白领,N,有房,N,N,家庭条件优越，有多套房产,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
609,女性,1982,上海,有上海户口,N,N,1.6,N,肤白,阳光文静、传统,本科,4,N,N,N,外企财务经理,N,N,N,N,年薪丰,N,男性,N,N,N,N,N,N,N,N,孝敬父母、传统顾家、人品好,烟酒不占、无不良嗜好,本科,4,N,N,N,N,N,N,N
610,女性,1983,N,有上海户口,美国加州,单身,1.6,N,相貌端正,传统善良,研究生,5,N,Y,N,硅谷大公司,N,N,N,N,N,N,男性,N,N,N,N,美国,N,N,N,N,N,N,N,在美国加州地区工作,N,N,N,条件相仿,N,Y
611,女性,1983,N,有上海户口,N,N,1.6,N,端庄秀丽,温和大方,研究生,5,N,N,N,外企金融,N,有房,干部家庭，父母已退休,N,收入丰厚,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
612,女性,1986,N,N,N,离异,1.6,N,N,N,本科,4,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,正直本分,N,N,N,N,N,N,N,条件相仿,N,Y
613,女性,1986,N,有上海户口,N,单身,1.6,N,N,传统善良、性格温和,研究生,5,N,N,生物化学,外企,N,有房,N,N,独生女。有英语高级口译证书。备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,本科,4,N,N,N,N,N,N,N
614,女性,1986,N,N,N,离异,1.6,N,N,N,本科,4,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,正直本分,N,N,N,N,N,N,N,条件相仿,N,Y
615,女性,1988,N,N,N,N,1.6,N,N,N,本科,4,N,N,认证检测,英文翻译,N,有房,父亲是公务员，母亲是幼儿老师,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
616,女性,1988,N,有上海户口,N,N,1.6,N,N,N,研究生,5,N,N,N,资本市场分析,N,有房,N,N,备有婚房,N,男性,N,N,N,N,上海,N,N,N,成熟踏实,N,本科,4,N,N,N,N,在上海发展,N,N
617,女性,1989,上海,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,N,市级医院检验师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
618,女性,1953,N,N,N,丧偶,1.58,N,貌端,有文化、修养、大方,N,N,N,N,N,N,N,N,N,N,N,N,男性,1948,N,1948年后出生,上海户口,N,N,N,N,老实、大度,N,N,N,N,N,N,N,N,N,N
619,女性,1986,上海,有上海户口,N,N,1.58,N,N,N,本科,4,N,N,N,外企商业主管,N,N,N,N,N,N,男性,N,N,N,上海户口,N,N,N,N,N,N,大专,3,N,N,N,N,N,N,N
620,女性,1969,上海,N,N,N,1.57,55,形象好,N,初中,0,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,贴心,N,N,N,N,N,有婚房,N,N,N,N
621,女性,1973,福建,N,N,N,1.57,50,N,N,N,N,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,有婚房,N,无负担，诚心过日子,N,N
622,女性,1983,N,有上海户口,N,N,1.57,N,N,N,本科,4,N,N,N,快销公司人事经理,N,有房,N,N,收入丰,N,男性,N,N,N,N,N,N,N,N,人品好，有担当,N,N,N,N,N,N,N,N,N,N
623,女性,1985,福建,有上海户口,N,单身,1.57,N,N,文静、内敛、善良、修养好,博士,6,N,N,N,外企,N,有房,父母都是教师,N,备有婚房,内敛善良,男性,N,N,N,N,N,未婚,N,N,品行端正、心地善良,N,研究生,5,工作稳定,N,N,N,无不良嗜好,N,N
624,女性,1980,浙江,N,N,离异,1.56,N,N,N,大专,3,N,N,N,国企财务,N,N,N,N,N,N,男性,N,N,N,N,上海,N,N,N,N,N,N,N,在上海有工作,N,有婚房,N,条件相当,N,Y
625,女性,1982,浙江,有上海户口,N,N,1.69,N,漂亮，气质好,N,研究生,5,N,N,N,银行,N,有房,父母经商,N,家境优，备有婚房,N,男性,1976,N,1976年后出生,N,N,N,1.76,N,性格好，睿智有责任心、阳光,N,本科,4,N,N,要有婚房,N,N,N,N
626,女性,1985,N,N,N,N,1.65,N,貌佳肤白,传统、孝顺、善良,N,N,N,N,N,空姐,N,N,N,N,N,N,男性,1980,N,1980年后出生,上海户口,N,N,1.75,N,N,N,N,N,N,N,有婚房,N,N,N,N
627,女性,1981,N,N,N,单身,1.7,N,N,N,研究生,5,重点大学毕业,N,N,外资企业,N,N,母医生，父工程师,N,曾香港工作数年,曾在港工作,男性,1975,N,1975年后出生,N,N,N,1.78,N,有担当,N,本科,4,有稳定工作,N,N,N,N,N,N
628,女性,1984,N,有上海户口,N,单身,1.76,N,N,N,本科,4,N,N,N,外企部门经理,N,N,N,N,N,N,男性,N,N,N,N,N,未婚,1.76,N,N,N,本科,4,N,N,要有婚房,N,条件相仿,N,Y
629,女性,1990,上海,N,美国,N,1.69,N,N,N,研究生,5,重点大学毕业,Y,N,硅谷科技业,N,N,N,N,N,N,男性,1986,N,1986年后出生,N,美国,N,1.76,N,N,N,研究生,5,在美工作,N,N,N,学历相当,N,N
630,女性,1987,N,N,N,单身,1.66,N,气质佳,善良温柔,研究生,5,重点大学毕业,N,N,政府机关公务员,N,有房,父母退休,N,备有婚房,N,男性,N,N,N,上海户口,N,未婚,1.76,N,阳光，有担当,无不良嗜好,研究生,5,稳定工作,N,要有婚房,N,N,N,N
631,女性,1990,N,N,N,单身,1.68,N,N,N,本科,4,N,N,N,服装设计,N,N,N,N,N,N,男性,1986,N,1986年后出生,上海户口,N,N,1.75,N,N,N,大专,3,N,N,要有婚房,N,N,N,N
632,女性,1987,N,有上海户口,N,N,1.66,N,N,文雅善良,研究生,5,N,N,N,教师,N,N,父母退休,N,N,N,男性,1982,N,1982年后出生,N,N,未婚,1.75,N,有责任心、上进心,N,本科,4,稳定工作,N,N,N,N,N,N
633,女性,1990,N,有上海户口,N,N,1.6,N,N,N,研究生,5,N,N,N,互联网公司,N,有房,N,N,内环旁有房,N,男性,N,N,N,N,N,N,1.75,N,人品好、有责任心、有担当,无不良嗜好,N,N,N,N,N,N,条件相当,N,Y
